flight_id,date_id,flight_number,route_id,origin_airport,destination_airport,aircraft_id,captain_id,first_officer_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason_id,cancelled,cancellation_reason_id,diverted,distance_miles,scheduled_block_minutes,taxi_out_minutes,taxi_in_minutes,aircraft_capacity,seats_sold,load_factor,base_fare_avg_usd
106,20230102,DL2914,155,JFK,LGA,1,39,2,2023-01-02 17:20:00,2023-01-02 17:42:42.217290,2023-01-02 17:18:02.363185,2023-01-02 17:46:24.511691,-2.0,3.7,0,False,,False,11,22.7,11.6,9.6,109,91,0.835,52.39
107,20230102,DL3028,297,SAN,MSP,59,312,455,2023-01-02 07:40:00,2023-01-02 11:33:32.350976,2023-01-02 07:40:45.636707,2023-01-02 11:32:09.590856,0.8,-1.4,0,False,,False,1531,233.5,24.9,8.9,150,130,0.867,229.84
108,20230102,DL2416,79,DFW,LAX,104,211,652,2023-01-02 06:35:00,2023-01-02 09:45:24.940018,2023-01-02 06:30:00,2023-01-02 09:32:36.278985,-5,-12.8,0,False,,False,1232,190.4,17.3,12.4,178,117,0.657,185.84
109,20230102,DL3165,306,SEA,DEN,111,695,790,2023-01-02 13:35:00,2023-01-02 16:08:04.940079,2023-01-02 13:48:09.940012,2023-01-02 16:21:47.795324,13.2,13.7,3,False,,False,1022,153.1,12.0,7.7,178,140,0.787,175.21
110,20230102,DL2101,320,SEA,ORD,109,333,176,2023-01-02 16:20:00,2023-01-02 20:25:04.728406,2023-01-02 16:24:53.471753,2023-01-02 20:42:27.514199,4.9,17.4,0,False,,False,1716,245.1,14.1,7.1,178,136,0.764,251.86
111,20230102,DL3980,268,PDX,LAX,91,818,79,2023-01-02 06:55:00,2023-01-02 09:12:47.038767,2023-01-02 06:58:49.978607,2023-01-02 09:42:53.104608,3.8,30.1,0,False,,False,835,137.8,22.2,6.6,160,122,0.762,134.34
112,20230102,DL2032,74,DEN,SLC,16,230,2,2023-01-02 17:00:00,2023-01-02 18:19:15.209404,2023-01-02 17:36:33.251620,2023-01-02 18:59:30.506861,36.6,40.3,3,False,,False,390,79.3,16.4,11.9,130,100,0.769,103.72
113,20230102,DL3242,81,DFW,SEA,63,370,378,2023-01-02 09:55:00,2023-01-02 13:56:33.312278,2023-01-02 10:22:50.143732,2023-01-02 14:29:25.350643,27.8,32.9,2,False,,False,1658,241.6,19.0,6.3,150,130,0.867,268.46
114,20230102,DL2443,23,ATL,PHX,66,848,796,2023-01-02 09:05:00,2023-01-02 12:57:59.674040,2023-01-02 09:08:36.828868,2023-01-02 13:11:19.155755,3.6,13.3,0,False,,False,1584,233.0,19.7,6.7,192,149,0.776,251.82
115,20230102,DL2751,18,ATL,MIA,24,848,249,2023-01-02 09:40:00,2023-01-02 11:28:02.070137,2023-01-02 09:35:18.119030,2023-01-02 11:29:58.768837,-4.7,1.9,0,False,,False,596,108.0,19.9,10.4,130,106,0.815,134.55
116,20230102,DL1991,274,PHL,JFK,32,402,26,2023-01-02 21:55:00,2023-01-02 22:36:39.238358,2023-01-02 21:53:07.574942,2023-01-02 22:36:19.192013,-1.9,-0.3,0,False,,False,94,41.7,15.4,14.0,126,81,0.643,63.52
117,20230102,DL1582,182,LAX,DEN,103,377,393,2023-01-02 07:10:00,2023-01-02 09:21:17.392569,2023-01-02 08:05:09.179041,2023-01-02 10:23:24.697076,55.2,62.1,1,False,,False,861,131.3,10.8,8.2,178,134,0.753,139.56
118,20230102,DL3591,282,PHX,LAX,141,450,513,2023-01-02 17:25:00,2023-01-02 18:39:46.843048,2023-01-02 18:29:01.998077,2023-01-02 19:19:12.015110,64.0,39.4,2,False,,False,369,74.8,12.8,13.8,76,53,0.697,98.37
119,20230102,DL3762,102,DTW,ORD,4,428,172,2023-01-02 16:00:00,2023-01-02 17:04:12.807122,2023-01-02 16:06:30.460815,2023-01-02 17:17:59.190396,6.5,13.8,0,False,,False,234,64.2,19.2,14.5,109,102,0.936,76.59
120,20230102,DL2083,128,IAD,JFK,3,450,319,2023-01-02 16:00:00,2023-01-02 16:54:50.414367,2023-01-02 16:23:14.246756,2023-01-02 17:23:15.492424,23.2,28.4,1,False,,False,227,54.8,14.7,10.5,109,85,0.78,83.73
121,20230102,DL3968,334,SFO,SEA,148,637,643,2023-01-02 13:20:00,2023-01-02 15:11:28.176096,2023-01-02 13:35:19.155723,2023-01-02 15:36:34.209581,15.3,25.1,1,False,,False,679,111.5,13.4,9.5,76,61,0.803,121.66
122,20230102,DL4279,370,TPA,SEA,128,11,60,2023-01-02 06:40:00,2023-01-02 12:31:17.948601,2023-01-02 06:43:19.040976,2023-01-02 12:28:46.566501,3.3,-2.5,0,False,,False,2517,351.3,16.7,6.3,211,187,0.886,311.53
123,20230102,DL2137,36,AUS,SLC,87,520,586,2023-01-02 19:10:00,2023-01-02 21:58:41.195533,2023-01-02 19:22:39.932116,2023-01-02 22:12:48.945602,12.7,14.1,0,False,,False,1085,168.7,19.6,7.6,160,130,0.812,188.28
124,20230102,DL3222,288,RDU,JFK,145,407,277,2023-01-02 19:00:00,2023-01-02 20:23:20.524498,2023-01-02 19:42:09.387144,2023-01-02 21:20:22.995549,42.2,57.0,3,False,,False,427,83.3,15.3,12.4,76,57,0.75,97.42
125,20230102,DL1444,207,LGA,DTW,50,731,495,2023-01-02 16:05:00,2023-01-02 17:40:06.714810,2023-01-02 16:50:30.037463,2023-01-02 18:17:24.370662,45.5,37.3,4,False,,False,500,95.1,22.1,7.8,150,114,0.76,107.99
126,20230102,DL2462,2,ATL,BOS,78,632,93,2023-01-02 06:25:00,2023-01-02 08:56:52.380616,2023-01-02 07:03:13.829379,2023-01-02 09:39:11.226299,38.2,42.3,3,False,,False,945,151.9,19.5,9.1,192,145,0.755,148.88
127,20230102,DL1605,231,MSP,BOS,89,639,607,2023-01-02 06:00:00,2023-01-02 08:46:53.917565,2023-01-02 07:00:15.688268,2023-01-02 09:59:08.107562,60.3,72.2,5,False,,False,1121,166.9,13.9,6.8,160,134,0.838,173.62
128,20230102,DL1886,101,DTW,MSP,22,637,79,2023-01-02 17:55:00,2023-01-02 19:33:35.695554,2023-01-02 17:56:24.167391,2023-01-02 19:21:28.393747,1.4,-12.1,0,False,,False,527,98.6,21.8,8.1,130,102,0.785,102.57
129,20230102,DL1617,130,IAD,MSP,23,717,790,2023-01-02 09:40:00,2023-01-02 12:10:37.552456,2023-01-02 10:32:28.894676,2023-01-02 13:04:40.919347,52.5,54.1,1,False,,False,906,150.6,19.0,13.4,130,109,0.838,163.53
130,20230102,DL2450,361,SLC,SAN,140,34,26,2023-01-02 17:05:00,2023-01-02 19:00:48.199527,2023-01-02 17:00:00,2023-01-02 18:53:01.155148,-5,-7.8,0,False,,False,627,115.8,22.6,11.4,76,52,0.684,123.78
131,20230102,DL2709,275,PHL,LAX,130,494,790,2023-01-02 17:05:00,2023-01-02 22:44:53.225492,2023-01-02 17:05:25.759969,2023-01-02 22:48:35.890324,0.4,3.7,0,False,,False,2396,339.9,16.0,11.4,211,190,0.9,303.02
132,20230102,DL2222,19,ATL,MSP,109,798,13,2023-01-02 21:00:00,2023-01-02 23:20:54.113859,2023-01-02 21:22:45.631351,2023-01-02 23:40:53.703433,22.8,20.0,5,False,,False,907,140.9,14.0,8.6,178,148,0.831,150.12
133,20230102,DL1647,253,MSP,SAN,21,631,197,2023-01-02 19:15:00,2023-01-02 23:01:16.786393,,,,,0,True,2,False,1531,226.3,18.3,8.3,130,0,,222.5
134,20230103,DL4249,7,ATL,DFW,57,637,500,2023-01-03 16:05:00,2023-01-03 18:02:23.952591,2023-01-03 16:05:21.765685,2023-01-03 17:55:02.226869,0.4,-7.4,0,False,,False,730,117.4,13.3,8.9,150,119,0.793,124.73
135,20230103,DL3373,34,AUS,MSP,64,174,706,2023-01-03 07:40:00,2023-01-03 10:20:01.246240,2023-01-03 07:37:38.943270,2023-01-03 10:15:24.374305,-2.4,-4.6,0,False,,False,1043,160.0,16.6,7.3,150,115,0.767,171.49
136,20230103,DL1706,239,MSP,HNL,74,374,177,2023-01-03 18:05:00,2023-01-04 03:14:12.192083,2023-01-03 18:05:59.597581,2023-01-04 03:18:12.671139,1.0,4.0,0,False,,False,3967,549.2,20.9,10.8,192,135,0.703,542.32
137,20230103,DL4148,47,CLT,DTW,49,834,413,2023-01-03 09:15:00,2023-01-03 10:45:13.925265,2023-01-03 09:11:51.244486,2023-01-03 10:47:42.379846,-3.1,2.5,0,False,,False,501,90.2,19.3,5.6,150,119,0.793,108.28
138,20230103,DL2249,107,DTW,SAN,78,630,660,2023-01-03 17:05:00,2023-01-03 21:45:42.268170,2023-01-03 17:07:29.731210,2023-01-03 21:49:01.223368,2.5,3.3,0,False,,False,1953,280.7,16.1,9.9,192,178,0.927,264.02
139,20230103,DL1710,221,MIA,ATL,1,798,636,2023-01-03 18:45:00,2023-01-03 20:25:38.728476,2023-01-03 18:45:01.395738,2023-01-03 20:36:50.130741,0.0,11.2,0,False,,False,596,100.6,13.7,9.2,109,89,0.817,133.33
140,20230103,DL1816,98,DTW,LGA,151,242,287,2023-01-03 17:45:00,2023-01-03 19:19:08.629490,2023-01-03 17:47:06.161771,2023-01-03 19:10:15.157581,2.1,-8.9,0,False,,False,500,94.1,17.2,11.7,76,53,0.697,111.51
141,20230103,DL2598,174,LAS,SEA,94,717,79,2023-01-03 14:45:00,2023-01-03 17:02:20.164599,2023-01-03 15:10:21.130696,2023-01-03 17:41:36.616498,25.4,39.3,5,False,,False,867,137.3,15.9,8.3,160,123,0.769,151.8
142,20230103,DL3956,152,JFK,IAH,58,631,219,2023-01-03 19:00:00,2023-01-03 22:40:04.417052,2023-01-03 18:55:00,2023-01-03 22:35:45.702728,-5,-4.3,0,False,,False,1415,220.1,23.0,12.5,150,129,0.86,234.24
143,20230103,DL4147,287,RDU,DTW,46,333,656,2023-01-03 11:55:00,2023-01-03 13:32:27.761071,2023-01-03 11:54:22.905137,2023-01-03 13:27:29.473325,-0.6,-5.0,0,False,,False,501,97.5,18.0,14.1,150,125,0.833,112.98
144,20230103,DL2120,148,JFK,DTW,15,683,249,2023-01-03 17:55:00,2023-01-03 19:26:34.327439,2023-01-03 17:59:56.211938,2023-01-03 19:31:01.707971,4.9,4.5,0,False,,False,508,91.6,18.6,6.7,130,108,0.831,123.72
145,20230103,DL3763,102,DTW,ORD,18,224,513,2023-01-03 07:35:00,2023-01-03 08:27:43.909926,2023-01-03 08:54:02.216163,2023-01-03 09:45:00.160011,79.0,77.3,5,False,,False,234,52.7,14.2,8.0,130,102,0.785,88.02
146,20230103,DL3450,366,TPA,DTW,75,604,13,2023-01-03 21:05:00,2023-01-03 23:38:53.307903,2023-01-03 21:00:00,2023-01-03 23:27:29.687800,-5,-11.4,0,False,,False,985,153.9,16.1,9.3,192,137,0.714,157.07
147,20230103,DL3340,63,DCA,JFK,8,637,393,2023-01-03 18:05:00,2023-01-03 19:05:31.427404,2023-01-03 18:01:45.792698,2023-01-03 18:56:55.403147,-3.2,-8.6,0,False,,False,213,60.5,19.2,13.6,109,79,0.725,78.68
148,20230103,DL2663,238,MSP,FLL,97,326,47,2023-01-03 18:15:00,2023-01-03 22:02:41.958123,2023-01-03 18:15:07.190627,2023-01-03 21:58:25.274280,0.1,-4.3,0,False,,False,1489,227.7,21.2,12.2,160,127,0.794,224.64
149,20230103,DL3587,233,MSP,CVG,27,684,197,2023-01-03 08:10:00,2023-01-03 09:53:26.318231,2023-01-03 08:14:21.953132,2023-01-03 09:52:44.640583,4.4,-0.7,0,False,,False,596,103.4,14.8,10.9,126,97,0.77,123.73
150,20230103,DL3627,129,IAD,LAX,103,798,455,2023-01-03 14:45:00,2023-01-03 20:07:06.157235,2023-01-03 14:44:15.284676,2023-01-03 19:59:44.997067,-0.7,-7.4,0,False,,False,2283,322.1,15.9,8.4,178,117,0.657,315.99
151,20230103,DL2710,275,PHL,LAX,102,489,176,2023-01-03 11:55:00,2023-01-03 17:27:00.446201,2023-01-03 12:21:53.888324,2023-01-03 18:05:18.494810,26.9,38.3,3,False,,False,2396,332.0,12.4,7.1,178,137,0.77,292.74
152,20230103,DL3741,279,PHX,ATL,108,34,97,2023-01-03 16:30:00,2023-01-03 20:23:23.550185,2023-01-03 16:49:53.389573,2023-01-03 20:35:58.970242,19.9,12.6,2,False,,False,1584,233.4,13.1,13.7,178,128,0.719,218.59
153,20230103,DL1419,176,LAX,ATL,122,588,343,2023-01-03 11:50:00,2023-01-03 16:32:50.993084,2023-01-03 11:53:18.905927,2023-01-03 16:37:47.623529,3.3,4.9,0,False,,False,1942,282.8,15.0,14.5,180,146,0.811,284.69
154,20230103,DL1508,116,FLL,MSP,89,474,319,2023-01-03 21:30:00,2023-01-04 01:05:12.654344,2023-01-03 21:27:00.883596,2023-01-04 01:03:15.394653,-3.0,-2.0,0,False,,False,1489,215.2,13.8,7.2,160,119,0.744,221.7
155,20230103,DL2988,41,BOS,LAX,102,11,285,2023-01-03 14:25:00,2023-01-03 20:28:21.800327,2023-01-03 14:20:00,2023-01-03 20:25:52.356674,-5,-2.5,0,False,,False,2605,363.4,12.8,10.8,178,119,0.669,313.97
156,20230103,DL3215,324,SEA,RDU,114,224,166,2023-01-03 06:30:00,2023-01-03 12:11:08.789219,2023-01-03 06:25:08.668569,2023-01-03 12:15:17.493640,-4.9,4.1,0,False,,False,2349,341.1,24.8,10.0,178,160,0.899,338.9
157,20230103,DL3451,366,TPA,DTW,52,490,43,2023-01-03 17:20:00,2023-01-03 19:55:11.796139,2023-01-03 17:22:41.476632,2023-01-03 19:52:11.366582,2.7,-3.0,0,False,,False,985,155.2,17.8,8.9,150,113,0.753,178.55
158,20230103,DL1887,101,DTW,MSP,17,182,299,2023-01-03 21:45:00,2023-01-03 23:19:10.651902,2023-01-03 22:28:57.731081,2023-01-04 00:03:08.658773,44.0,44.0,1,False,,False,527,94.2,16.8,8.7,130,104,0.8,109.48
159,20230103,DL3647,115,FLL,LAX,74,381,65,2023-01-03 06:00:00,2023-01-03 11:23:45.665975,2023-01-03 06:10:13.212054,2023-01-03 11:42:07.049014,10.2,18.4,2,False,,False,2338,323.8,12.4,6.4,192,127,0.661,325.03
160,20230103,DL2334,241,MSP,IAH,64,818,93,2023-01-03 08:20:00,2023-01-03 11:12:41.573850,2023-01-03 08:41:56.920383,2023-01-03 11:33:09.985166,21.9,20.5,5,False,,False,1036,172.7,25.7,11.9,150,135,0.9,172.94
161,20230103,DL3223,288,RDU,JFK,158,639,281,2023-01-03 16:30:00,2023-01-03 17:58:26.668543,2023-01-03 16:28:00.740242,2023-01-03 18:04:01.529444,-2.0,5.6,0,False,,False,427,88.4,20.1,12.6,76,58,0.763,102.23
162,20230103,DL3726,314,SEA,LAS,77,34,752,2023-01-03 19:30:00,2023-01-03 21:47:21.255735,2023-01-03 19:32:09.867896,2023-01-03 21:47:55.493080,2.2,0.6,0,False,,False,867,137.4,14.7,9.6,192,136,0.708,147.04
163,20230103,DL1417,284,PHX,SEA,109,326,681,2023-01-03 12:40:00,2023-01-03 15:34:02.952142,2023-01-03 13:04:47.310793,2023-01-03 16:01:36.455707,24.8,27.6,5,False,,False,1107,174.0,14.1,15.5,178,149,0.837,174.15
164,20230103,DL1648,253,MSP,SAN,44,529,393,2023-01-03 16:55:00,2023-01-03 20:37:33.255370,,,,,0,True,1,False,1531,222.6,15.2,7.7,150,0,,216.22
165,20230103,DL1828,232,MSP,CLT,23,833,823,2023-01-03 18:10:00,2023-01-03 20:40:11.810676,2023-01-03 18:10:34.712035,2023-01-03 20:27:51.946182,0.6,-12.3,0,False,,False,930,150.2,17.4,11.5,130,106,0.815,156.18
166,20230103,DL1663,5,ATL,DCA,8,697,77,2023-01-03 09:00:00,2023-01-03 10:39:14.863651,2023-01-03 08:59:53.087767,2023-01-03 10:33:23.047991,-0.1,-5.9,0,False,,False,547,99.2,20.4,7.5,109,84,0.771,115.76
167,20230103,DL1699,181,LAX,DCA,132,453,249,2023-01-03 18:30:00,2023-01-03 23:54:45.900682,2023-01-03 18:25:16.966491,2023-01-03 23:42:45.045627,-4.7,-12.0,0,False,,False,2306,324.8,14.2,9.8,211,184,0.872,301.88
168,20230103,DL3794,263,ORD,SEA,93,834,197,2023-01-03 13:55:00,2023-01-03 18:09:18.503256,2023-01-03 14:31:57.454691,2023-01-03 18:49:27.400087,37.0,40.1,5,False,,False,1716,254.3,17.1,13.3,160,131,0.819,233.38
169,20230103,DL4053,109,DTW,SFO,73,630,518,2023-01-03 17:20:00,2023-01-03 22:20:27.480566,,,,,0,True,4,False,2074,300.5,19.5,10.5,192,0,,281.11
170,20230103,DL2035,89,DTW,DEN,102,833,97,2023-01-03 19:10:00,2023-01-03 21:59:53.773319,2023-01-03 21:00:27.482040,2023-01-03 23:48:39.894895,110.5,108.8,2,False,,False,1120,169.9,13.7,10.1,178,161,0.904,163.66
171,20230103,DL3957,152,JFK,IAH,49,632,513,2023-01-03 06:40:00,2023-01-03 10:13:37.586701,2023-01-03 08:15:27.177756,2023-01-03 11:56:49.578868,95.5,103.2,1,False,,False,1415,213.6,15.6,13.5,150,124,0.827,192.77
172,20230103,DL3727,202,LAX,SFO,164,588,359,2023-01-03 07:25:00,2023-01-03 08:33:39.904451,2023-01-03 07:23:28.970917,2023-01-03 08:52:50.254941,-1.5,19.2,0,False,,False,338,68.7,13.5,11.1,76,73,0.961,100.64
173,20230103,DL4316,4,ATL,CVG,156,195,133,2023-01-03 13:15:00,2023-01-03 14:27:31.050525,2023-01-03 13:38:39.560511,2023-01-03 14:47:06.259596,23.7,19.6,3,False,,False,374,72.5,14.0,9.8,76,48,0.632,99.38
174,20230103,DL3742,279,PHX,ATL,87,365,313,2023-01-03 09:25:00,2023-01-03 13:14:55.940103,2023-01-03 10:00:50.262297,2023-01-03 13:46:02.480402,35.8,31.1,5,False,,False,1584,229.9,15.4,7.9,160,128,0.8,232.87
175,20230103,DL3795,263,ORD,SEA,91,529,332,2023-01-03 16:00:00,2023-01-03 20:11:23.165506,2023-01-03 15:58:56.750633,2023-01-03 20:22:34.856772,-1.1,11.2,0,False,,False,1716,251.4,15.6,12.0,160,120,0.75,256.97
176,20230103,DL1425,82,DFW,SLC,112,326,319,2023-01-03 06:40:00,2023-01-03 09:09:20.132509,2023-01-03 07:02:11.717710,2023-01-03 09:29:41.967169,22.2,20.4,1,False,,False,988,149.3,14.4,6.0,178,129,0.725,180.97
177,20230103,DL2036,89,DTW,DEN,95,632,231,2023-01-03 12:00:00,2023-01-03 14:51:11.180409,2023-01-03 11:58:35.339716,2023-01-03 14:42:48.520603,-1.4,-8.4,0,False,,False,1120,171.2,18.2,6.9,160,124,0.775,167.49
178,20230103,DL3341,63,DCA,JFK,36,637,495,2023-01-03 12:10:00,2023-01-03 12:59:44.653141,2023-01-03 12:14:12.883776,2023-01-03 13:06:28.668147,4.2,6.7,0,False,,False,213,49.7,12.8,9.2,126,103,0.817,76.44
179,20230103,DL4040,151,JFK,IAD,49,377,180,2023-01-03 19:05:00,2023-01-03 20:03:59.348790,2023-01-03 19:04:07.905087,2023-01-03 20:01:45.225392,-0.9,-2.2,0,False,,False,227,59.0,14.9,14.4,150,116,0.773,87.74
180,20230103,DL2861,357,SLC,PDX,17,588,378,2023-01-03 18:50:00,2023-01-03 20:35:36.901786,2023-01-03 18:45:00,2023-01-03 20:38:36.376339,-5,3.0,0,False,,False,628,105.6,13.6,10.1,130,109,0.838,124.95
181,20230103,DL1591,144,JFK,CVG,1,39,359,2023-01-03 08:10:00,2023-01-03 09:52:18.393840,2023-01-03 08:05:00,2023-01-03 09:51:32.399615,-5,-0.8,0,False,,False,588,102.3,17.8,7.8,109,79,0.725,127.37
182,20230103,DL3467,345,SLC,FLL,84,11,47,2023-01-03 21:35:00,2023-01-04 02:29:56.477180,2023-01-03 21:37:14.905246,2023-01-04 02:46:08.326601,2.2,16.2,0,False,,False,2081,294.9,14.9,8.6,192,149,0.776,275.73
183,20230103,DL2094,66,DCA,SEA,82,588,180,2023-01-03 06:35:00,2023-01-03 12:04:03.350668,2023-01-03 06:33:46.605802,2023-01-03 12:09:31.523109,-1.2,5.5,0,False,,False,2323,329.1,18.6,7.4,192,144,0.75,312.89
184,20230103,DL3365,87,DTW,CVG,140,256,473,2023-01-03 18:10:00,2023-01-03 19:03:18.095633,2023-01-03 18:28:28.463920,2023-01-03 19:29:32.290312,18.5,26.2,1,False,,False,229,53.3,16.2,7.3,76,59,0.776,75.57
185,20230103,DL3227,188,LAX,IAH,63,183,513,2023-01-03 19:35:00,2023-01-03 23:02:37.148051,2023-01-03 19:36:27.470187,2023-01-03 22:51:01.894531,1.5,-11.6,0,False,,False,1377,207.6,17.5,10.5,150,109,0.727,228.37
186,20230103,DL3286,55,CVG,JFK,133,356,525,2023-01-03 18:10:00,2023-01-03 19:52:35.525119,2023-01-03 18:10:00.143489,2023-01-03 19:53:18.823705,0.0,0.7,0,False,,False,588,102.6,17.9,8.0,76,58,0.763,109.31
187,20230103,DL2989,41,BOS,LAX,119,798,192,2023-01-03 06:10:00,2023-01-03 12:14:13.226701,2023-01-03 06:35:43.034419,2023-01-03 12:39:00.378061,25.7,24.8,5,False,,False,2605,364.2,16.8,7.6,180,137,0.761,344.89
188,20230103,DL4105,249,MSP,PDX,21,221,64,2023-01-03 21:30:00,2023-01-04 01:00:46.436263,2023-01-03 21:26:57.685279,2023-01-04 01:04:55.366237,-3.0,4.1,0,False,,False,1422,210.8,14.2,11.1,130,96,0.738,197.79
189,20230103,DL3624,127,IAD,DTW,142,731,160,2023-01-03 12:40:00,2023-01-03 13:54:12.719928,2023-01-03 13:33:36.772193,2023-01-03 14:51:50.715054,53.6,57.6,2,False,,False,383,74.2,16.1,8.2,76,61,0.803,107.95
190,20230103,DL3790,259,ORD,DTW,15,744,1,2023-01-03 07:15:00,2023-01-03 08:14:04.592397,2023-01-03 07:10:45.814138,2023-01-03 08:15:18.349820,-4.2,1.2,0,False,,False,234,59.1,16.6,11.9,130,109,0.838,73.26
191,20230103,DL4047,83,DTW,ATL,142,381,281,2023-01-03 09:35:00,2023-01-03 11:27:30.538712,2023-01-03 09:37:00.265709,2023-01-03 11:15:53.184100,2.0,-11.6,0,False,,False,595,112.5,25.1,9.8,76,57,0.75,116.44
192,20230103,DL2250,107,DTW,SAN,132,365,513,2023-01-03 16:40:00,2023-01-03 21:21:42.695695,2023-01-03 16:38:03.067165,2023-01-03 21:22:36.578164,-1.9,0.9,0,False,,False,1953,281.7,17.4,9.5,211,154,0.73,275.36
193,20230103,DL3177,333,SFO,MSP,65,834,280,2023-01-03 20:30:00,2023-01-04 00:27:37.671798,2023-01-03 20:33:31.085709,2023-01-04 00:36:35.460369,3.5,9.0,0,False,,False,1586,237.6,19.7,11.1,192,174,0.906,209.6
194,20230104,DL3303,134,IAH,DTW,43,632,656,2023-01-04 17:15:00,2023-01-04 19:57:10.955275,2023-01-04 18:23:20.179898,2023-01-04 21:10:01.429078,68.3,72.8,1,False,,False,1075,162.2,13.7,8.2,150,115,0.767,158.73
195,20230104,DL1656,243,MSP,LAS,102,356,655,2023-01-04 12:20:00,2023-01-04 15:42:12.878992,2023-01-04 12:17:43.238422,2023-01-04 15:34:57.681745,-2.3,-7.3,0,False,,False,1297,202.2,19.5,13.5,178,131,0.736,198.1
196,20230104,DL3287,55,CVG,JFK,16,632,25,2023-01-04 19:15:00,2023-01-04 20:58:43.938406,2023-01-04 19:15:43.403464,2023-01-04 20:57:32.546018,0.7,-1.2,0,False,,False,588,103.7,17.8,9.2,130,115,0.885,127.96
197,20230104,DL2447,242,MSP,JFK,98,516,166,2023-01-04 18:25:00,2023-01-04 21:06:19.194428,2023-01-04 18:20:00,2023-01-04 20:54:29.366546,-5,-11.8,0,False,,False,1026,161.3,17.2,10.2,160,112,0.7,163.07
198,20230104,DL2060,40,BOS,JFK,142,637,43,2023-01-04 14:55:00,2023-01-04 15:45:02.712031,,,,,0,True,5,False,186,50.0,14.7,11.1,76,0,,70.48
199,20230104,DL3969,334,SFO,SEA,165,428,729,2023-01-04 20:15:00,2023-01-04 22:15:42.502895,2023-01-04 20:10:00,2023-01-04 22:14:18.230614,-5,-1.4,0,False,,False,679,120.7,19.3,12.8,76,54,0.711,140.38
200,20230104,DL3639,93,DTW,IAD,157,349,197,2023-01-04 13:35:00,2023-01-04 14:53:10.554678,2023-01-04 13:34:27.859169,2023-01-04 14:50:35.091982,-0.5,-2.6,0,False,,False,383,78.2,17.5,10.7,76,58,0.763,96.57
201,20230104,DL2463,2,ATL,BOS,88,632,601,2023-01-04 18:45:00,2023-01-04 21:15:36.822385,2023-01-04 20:31:51.536603,2023-01-04 22:51:32.346324,106.9,95.9,1,False,,False,945,150.6,13.9,13.5,160,105,0.656,158.25
202,20230104,DL3029,297,SAN,MSP,73,531,655,2023-01-04 12:35:00,2023-01-04 16:17:01.017131,2023-01-04 13:05:02.318779,2023-01-04 16:44:49.022571,30.0,27.8,4,False,,False,1531,222.0,13.8,8.5,192,153,0.797,215.97
203,20230104,DL3648,115,FLL,LAX,124,516,27,2023-01-04 08:10:00,2023-01-04 13:40:16.293144,2023-01-04 08:12:09.389630,2023-01-04 13:41:15.471214,2.2,1.0,0,False,,False,2338,330.3,15.5,9.8,180,143,0.794,355.46
204,20230104,DL4041,151,JFK,IAD,149,242,352,2023-01-04 19:45:00,2023-01-04 20:42:08.600785,2023-01-04 19:44:14.986051,2023-01-04 20:42:35.041723,-0.8,0.4,0,False,,False,227,57.1,19.8,7.7,76,51,0.671,84.73
205,20230104,DL4364,53,CVG,ATL,134,516,393,2023-01-04 11:10:00,2023-01-04 12:25:51.629232,2023-01-04 11:42:02.064910,2023-01-04 12:42:58.804482,32.0,17.1,3,False,,False,374,75.9,18.6,8.5,76,60,0.789,96.89
206,20230104,DL2033,74,DEN,SLC,53,221,51,2023-01-04 17:55:00,2023-01-04 19:10:05.692620,2023-01-04 18:12:31.014658,2023-01-04 19:36:05.886123,17.5,26.0,5,False,,False,390,75.1,12.7,11.6,150,103,0.687,103.5
207,20230104,DL1524,147,JFK,DFW,76,300,643,2023-01-04 17:15:00,2023-01-04 20:33:55.026600,2023-01-04 17:10:00,2023-01-04 20:28:34.290353,-5,-5.3,0,False,,False,1389,198.9,11.6,6.1,192,146,0.76,234.34
208,20230104,DL1566,104,DTW,PHL,39,428,655,2023-01-04 07:00:00,2023-01-04 08:26:50.839814,2023-01-04 08:09:43.126481,2023-01-04 09:34:16.356099,69.7,67.4,5,False,,False,452,86.8,17.5,10.4,126,95,0.754,106.76
209,20230104,DL3228,188,LAX,IAH,114,450,380,2023-01-04 18:25:00,2023-01-04 21:52:41.954954,2023-01-04 19:12:00.853565,2023-01-04 22:45:59.797582,47.0,53.3,2,False,,False,1377,207.7,18.3,9.8,178,112,0.629,211.69
210,20230104,DL2387,96,DTW,LAS,68,183,231,2023-01-04 17:00:00,2023-01-04 21:13:11.756285,2023-01-04 16:57:21.352116,2023-01-04 21:06:52.591588,-2.6,-6.3,0,False,,False,1745,253.2,18.2,7.4,192,132,0.688,239.4
211,20230104,DL2456,161,JFK,PHL,144,224,518,2023-01-04 19:30:00,2023-01-04 20:11:12.514123,2023-01-04 19:53:28.537655,2023-01-04 20:36:31.077967,23.5,25.3,2,False,,False,94,41.2,18.1,10.9,76,61,0.803,68.9
212,20230104,DL3765,11,ATL,IAD,162,428,788,2023-01-04 06:25:00,2023-01-04 08:06:53.853454,2023-01-04 07:27:19.922985,2023-01-04 09:05:53.206937,62.3,59.0,5,False,,False,534,101.9,21.1,11.2,76,72,0.947,115.08
