maintenance_id,aircraft_id,maintenance_date,maintenance_type,cost_usd,downtime_hours,performed_at_hub,technician_count
433,24,2023-03-12,Unscheduled Repair,59255.56,8.3,True,2
434,25,2023-11-28,B-Check,32387.15,13.3,True,2
435,30,2024-02-12,C-Check,243510.82,200.5,False,3
436,48,2025-01-24,Unscheduled Repair,81448.21,38.5,True,2
437,50,2023-04-16,A-Check (Routine),7703.98,5.5,True,3
438,3,2025-10-01,Engine Overhaul,1143123.53,466.2,True,7
439,41,2023-04-08,B-Check,18327.56,30.8,True,3
440,42,2024-06-18,A-Check (Routine),5322.43,5.7,True,5
441,146,2025-02-20,A-Check (Routine),4146.34,6.6,True,3
442,153,2023-09-26,Unscheduled Repair,57834.44,17.9,True,2
443,19,2025-05-10,B-Check,20406.12,22.6,True,7
444,159,2025-09-13,A-Check (Routine),7543.46,9.9,False,8
445,56,2025-04-15,A-Check (Routine),5241.37,6.8,False,8
446,111,2024-11-07,Unscheduled Repair,76784.92,15.1,True,8
447,106,2023-10-06,B-Check,19885.5,28.3,False,5
448,38,2023-07-27,B-Check,20746.44,35.2,True,4
449,133,2023-11-12,Unscheduled Repair,57304.46,39.1,False,1
450,124,2023-12-16,Avionics Update,75606.7,29.3,True,7
451,2,2023-01-09,B-Check,26708.15,13.6,True,3
452,69,2025-10-27,C-Check,386516.94,257.4,False,5
453,2,2023-10-07,A-Check (Routine),9226.22,5.6,True,8
454,27,2024-02-10,C-Check,206167.94,286.0,True,7
455,69,2023-12-27,Avionics Update,90895.73,37.9,True,1
456,50,2023-03-29,Unscheduled Repair,21401.4,19.9,True,7
457,166,2023-03-05,C-Check,272747.4,275.4,True,5
458,158,2023-07-23,C-Check,327268.27,209.0,True,2
459,65,2025-05-23,A-Check (Routine),5556.73,8.7,True,6
460,97,2025-07-15,B-Check,18348.99,22.3,True,3
461,26,2024-05-20,B-Check,23259.57,27.9,True,1
462,162,2024-02-08,A-Check (Routine),6433.46,10.9,True,5
463,126,2024-12-23,Unscheduled Repair,80938.31,40.9,False,7
464,27,2025-07-15,A-Check (Routine),4940.9,9.3,False,7
465,40,2024-11-19,Unscheduled Repair,25984.11,12.5,False,6
466,116,2024-12-22,A-Check (Routine),3720.5,8.6,False,3
467,69,2025-04-05,A-Check (Routine),3719.02,6.9,True,8
468,113,2024-04-20,A-Check (Routine),3499.88,11.8,True,7
469,106,2025-05-09,Unscheduled Repair,86999.37,24.0,True,7
470,133,2024-06-17,A-Check (Routine),9082.49,9.2,True,5
471,41,2023-04-10,A-Check (Routine),10547.21,7.0,True,7
472,144,2024-01-06,A-Check (Routine),7807.37,7.9,True,4
473,88,2024-05-21,A-Check (Routine),7817.39,6.8,False,1
474,81,2023-11-30,Unscheduled Repair,42783.41,19.2,True,4
475,17,2024-11-30,B-Check,31992.6,30.8,True,4
476,46,2023-01-13,A-Check (Routine),3944.31,11.2,False,2
477,19,2023-07-24,A-Check (Routine),10508.1,11.0,False,7
478,160,2025-03-30,C-Check,382478.18,224.7,True,5
479,149,2023-08-10,B-Check,12123.18,24.7,True,2
480,11,2025-02-28,Unscheduled Repair,34734.85,40.1,True,2
481,121,2023-12-03,Unscheduled Repair,18783.4,44.9,True,3
482,131,2024-04-10,Unscheduled Repair,76051.49,28.1,False,4
483,93,2023-11-14,B-Check,11626.17,20.3,True,4
484,125,2023-06-23,B-Check,14427.26,32.3,True,4
485,102,2023-09-25,Unscheduled Repair,62373.82,37.3,True,1
486,62,2024-11-20,A-Check (Routine),7695.28,4.1,True,7
487,98,2024-03-12,A-Check (Routine),7861.07,8.7,False,7
488,156,2025-06-23,Avionics Update,103715.84,72.8,False,3
489,12,2024-05-22,B-Check,30853.75,16.0,False,1
490,166,2025-11-17,A-Check (Routine),7197.25,6.4,True,7
491,71,2023-06-06,B-Check,18404.21,15.6,True,5
492,35,2025-03-02,C-Check,338669.87,128.8,True,5
493,74,2023-02-02,B-Check,22415.42,12.6,True,8
494,95,2024-10-24,Unscheduled Repair,36246.47,3.9,False,1
495,152,2024-10-29,C-Check,409855.3,248.3,True,2
496,133,2024-05-17,Unscheduled Repair,66048.31,21.1,True,8
497,99,2025-08-04,A-Check (Routine),10117.49,5.9,True,3
498,39,2023-02-04,A-Check (Routine),8465.59,4.9,False,6
499,157,2023-02-09,Unscheduled Repair,17380.25,37.9,False,7
500,128,2024-05-22,Engine Overhaul,559065.57,491.8,True,4
501,93,2023-02-21,Avionics Update,114497.13,43.5,True,7
502,123,2023-01-20,Unscheduled Repair,41151.14,14.0,True,3
503,163,2023-11-26,B-Check,15504.38,33.8,True,6
504,148,2024-06-02,C-Check,314788.62,136.1,True,4
505,166,2023-06-05,C-Check,210203.94,262.3,True,2
506,53,2024-03-07,A-Check (Routine),3747.87,7.4,True,8
507,89,2025-02-21,A-Check (Routine),11829.02,11.0,True,2
508,10,2023-08-20,C-Check,447789.95,284.3,True,6
509,95,2025-09-03,A-Check (Routine),4161.26,4.1,False,2
510,6,2023-07-13,C-Check,238087.08,278.1,True,7
511,2,2023-11-21,A-Check (Routine),6276.27,7.1,True,7
512,132,2024-12-04,B-Check,32933.39,22.1,False,7
513,45,2023-04-28,A-Check (Routine),6764.43,6.9,False,6
514,122,2025-01-30,B-Check,15582.57,34.3,False,4
515,116,2025-01-26,Unscheduled Repair,18648.66,32.7,True,3
516,122,2025-09-10,C-Check,345359.13,167.9,True,3
517,107,2024-08-28,B-Check,31128.16,23.6,True,8
518,67,2024-05-19,Unscheduled Repair,5531.23,41.0,True,1
519,84,2024-08-13,B-Check,14876.84,28.3,True,2
520,120,2023-08-10,Unscheduled Repair,66923.05,20.3,True,2
521,82,2023-05-03,Unscheduled Repair,23080.63,10.5,False,8
522,165,2023-10-22,A-Check (Routine),6927.0,10.7,False,2
523,152,2023-03-13,B-Check,16709.53,24.9,False,3
524,23,2025-12-10,A-Check (Routine),9077.68,8.8,True,7
525,129,2024-01-11,B-Check,27820.34,21.2,False,3
526,147,2023-04-05,Avionics Update,65438.82,24.2,True,1
527,138,2025-11-24,Engine Overhaul,551825.6,450.9,False,1
528,103,2025-02-02,Unscheduled Repair,24192.9,24.6,True,5
529,148,2024-02-13,A-Check (Routine),7286.21,6.6,True,4
530,57,2024-05-29,A-Check (Routine),6719.11,7.7,True,6
531,54,2023-03-12,C-Check,291184.4,217.6,True,8
532,147,2023-10-26,B-Check,29355.32,12.3,False,2
533,160,2023-09-03,A-Check (Routine),7672.17,11.6,False,2
534,137,2025-03-30,A-Check (Routine),5058.95,6.9,True,6
535,85,2025-01-24,Unscheduled Repair,58203.04,19.4,False,1
536,150,2025-06-01,B-Check,20596.83,34.0,True,4
537,79,2025-05-30,A-Check (Routine),3052.25,8.6,True,5
538,100,2023-05-31,Unscheduled Repair,30895.11,23.1,True,4
539,95,2024-04-15,A-Check (Routine),4401.68,4.5,True,3
540,40,2023-03-25,A-Check (Routine),4519.93,10.7,True,4
541,70,2024-12-06,B-Check,11619.48,34.2,True,6
542,27,2023-07-02,B-Check,10497.18,35.6,True,1
543,102,2023-08-30,A-Check (Routine),7296.92,5.4,True,8
544,88,2023-02-15,A-Check (Routine),4906.12,5.7,True,3
545,60,2023-10-17,B-Check,15554.74,30.6,True,4
546,83,2023-11-05,Unscheduled Repair,70697.1,22.8,True,8
547,157,2023-07-13,C-Check,448524.21,244.5,True,3
548,27,2024-03-18,Unscheduled Repair,75841.29,30.7,True,3
549,16,2024-08-05,Unscheduled Repair,82812.64,21.8,True,1
550,6,2024-09-03,C-Check,331975.28,136.3,True,5
551,108,2023-08-05,C-Check,366932.85,188.4,True,8
552,84,2023-05-14,A-Check (Routine),6868.68,11.6,False,4
553,152,2024-03-10,B-Check,19451.25,16.3,True,8
554,146,2025-01-21,A-Check (Routine),3056.27,7.0,True,4
555,32,2025-02-26,C-Check,326150.55,155.2,False,5
556,20,2023-09-21,Avionics Update,88512.77,35.0,True,6
557,60,2024-01-26,B-Check,23855.85,20.1,False,6
558,127,2023-01-03,B-Check,11667.88,20.5,False,5
559,70,2024-06-17,A-Check (Routine),10345.61,6.1,True,3
560,42,2023-12-17,C-Check,391835.59,298.0,True,4
561,156,2025-09-21,Unscheduled Repair,87940.4,37.8,True,5
562,164,2025-03-24,C-Check,376390.32,269.2,True,2
563,30,2025-04-26,A-Check (Routine),10389.42,6.3,False,1
564,47,2023-09-21,C-Check,185641.6,222.5,False,5
565,18,2025-11-06,Engine Overhaul,1124231.22,275.4,False,1
566,41,2023-12-10,A-Check (Routine),4827.37,7.5,True,2
567,134,2023-10-03,Unscheduled Repair,25012.18,8.2,True,8
568,56,2025-03-08,C-Check,432942.12,199.8,True,8
569,146,2024-10-31,Unscheduled Repair,63598.44,25.7,False,7
570,108,2024-08-29,Unscheduled Repair,32837.79,37.4,True,1
571,68,2024-10-21,Unscheduled Repair,29935.2,33.2,False,3
572,70,2024-09-08,A-Check (Routine),8397.73,7.0,True,5
573,63,2023-10-03,Engine Overhaul,463408.71,240.3,True,3
574,65,2023-03-08,Unscheduled Repair,62233.07,27.3,True,1
575,98,2025-11-13,A-Check (Routine),9250.86,6.4,True,5
576,153,2023-12-02,A-Check (Routine),8306.57,10.1,False,3
577,2,2025-02-17,B-Check,11487.38,19.5,False,6
578,48,2024-02-08,A-Check (Routine),11250.24,8.0,False,2
579,76,2023-12-25,A-Check (Routine),11544.86,4.5,True,5
580,143,2025-09-20,C-Check,244724.2,143.4,True,3
581,138,2025-04-12,A-Check (Routine),11291.94,9.6,True,1
582,136,2025-11-16,A-Check (Routine),8309.65,5.8,False,6
583,97,2024-05-15,Unscheduled Repair,70536.11,15.9,True,7
584,92,2025-08-08,Unscheduled Repair,85760.81,10.9,True,1
585,124,2024-05-16,A-Check (Routine),3282.93,6.7,False,7
586,40,2025-03-28,A-Check (Routine),7151.18,10.0,True,6
587,106,2024-05-19,Engine Overhaul,1103915.17,210.0,False,3
588,83,2023-01-24,A-Check (Routine),3090.49,10.8,False,1
589,35,2024-03-04,A-Check (Routine),5633.41,11.5,True,1
590,151,2025-07-15,D-Check (Heavy),2379802.63,667.7,True,3
591,6,2024-12-06,A-Check (Routine),9070.63,11.3,True,4
592,145,2023-05-16,Unscheduled Repair,21313.73,39.6,True,3
593,116,2025-08-16,D-Check (Heavy),1135793.99,882.5,False,2
594,96,2025-04-20,A-Check (Routine),9036.7,9.0,True,4
595,97,2025-10-17,A-Check (Routine),3157.49,5.5,True,2
596,129,2025-11-18,B-Check,17822.27,28.2,True,8
597,3,2024-09-17,A-Check (Routine),3228.82,6.7,True,2
598,100,2025-03-30,B-Check,30390.28,22.8,True,1
599,78,2023-07-22,Unscheduled Repair,31562.39,20.2,True,1
600,54,2025-11-27,A-Check (Routine),6889.08,6.2,True,3
601,96,2023-10-06,Engine Overhaul,1126262.49,213.9,True,7
602,81,2023-01-10,A-Check (Routine),4431.75,5.4,False,1
603,31,2024-03-05,Unscheduled Repair,80666.43,44.9,True,3
604,77,2023-03-17,Unscheduled Repair,12321.32,23.4,True,2
605,125,2023-10-11,A-Check (Routine),6108.65,11.6,True,3
606,78,2024-07-20,Unscheduled Repair,61499.46,31.7,True,6
607,61,2023-10-06,C-Check,431198.58,285.3,False,3
608,76,2024-08-16,A-Check (Routine),9085.63,6.5,True,4
609,130,2024-06-28,Unscheduled Repair,68197.43,7.3,True,4
610,19,2023-09-24,B-Check,24078.69,23.6,True,7
611,37,2024-03-25,C-Check,338102.05,135.7,False,3
612,43,2023-06-24,B-Check,24256.5,23.0,True,4
613,22,2023-09-26,B-Check,23565.88,13.4,True,2
614,96,2024-12-07,A-Check (Routine),4855.35,9.1,True,3
615,160,2024-05-30,A-Check (Routine),6370.17,11.2,False,7
616,18,2025-08-19,A-Check (Routine),11612.29,10.2,False,3
617,142,2023-02-20,B-Check,17541.87,20.5,True,8
618,6,2024-11-06,A-Check (Routine),10498.83,6.2,True,3
619,134,2024-10-19,A-Check (Routine),7544.48,6.6,True,2
620,91,2023-12-13,B-Check,26514.56,22.1,True,3
621,118,2025-10-11,A-Check (Routine),7121.35,6.1,True,5
622,153,2024-08-10,B-Check,33554.55,27.4,True,4
623,138,2025-03-11,Unscheduled Repair,41651.78,12.1,True,6
624,39,2024-06-09,Unscheduled Repair,70422.32,23.1,True,4
625,30,2024-09-04,Engine Overhaul,461978.37,556.3,True,8
626,64,2024-08-07,B-Check,18077.51,19.5,True,2
627,104,2025-12-18,A-Check (Routine),8087.56,4.3,True,6
628,106,2024-09-12,A-Check (Routine),9623.75,7.9,True,4
629,59,2025-04-06,B-Check,31024.38,18.5,True,1
630,128,2025-03-15,B-Check,16433.2,32.6,True,7
631,91,2025-01-22,Unscheduled Repair,64740.36,8.9,True,8
632,126,2025-01-11,Engine Overhaul,1035902.78,568.8,True,5
633,97,2024-07-06,B-Check,26561.22,25.3,True,2
634,78,2024-08-27,A-Check (Routine),8341.03,7.4,True,1
635,119,2023-02-21,Unscheduled Repair,19581.17,22.0,True,8
636,75,2024-07-18,B-Check,33306.81,22.9,True,7
637,156,2025-03-05,C-Check,335993.12,223.2,False,3
638,39,2023-10-01,Unscheduled Repair,39990.39,13.3,False,8
639,102,2025-10-28,Unscheduled Repair,66256.26,17.3,True,6
640,17,2023-11-03,A-Check (Routine),11227.58,9.3,False,8
641,4,2025-08-15,Unscheduled Repair,62508.85,28.9,True,1
642,60,2025-01-16,B-Check,31704.85,18.1,False,4
643,31,2023-03-09,B-Check,28466.14,23.3,True,6
644,128,2024-05-15,Unscheduled Repair,67727.59,21.3,True,7
645,23,2023-04-21,C-Check,362363.24,274.7,True,1
646,101,2024-08-11,Unscheduled Repair,28154.85,19.7,True,4
647,166,2023-11-28,A-Check (Routine),4048.02,4.5,True,8
648,130,2023-01-25,A-Check (Routine),7686.37,4.1,True,7
649,136,2025-02-14,D-Check (Heavy),2300334.77,440.9,False,3
650,74,2024-05-18,C-Check,312481.32,230.6,True,3
651,108,2024-11-05,B-Check,27021.14,12.3,True,8
652,152,2023-03-26,C-Check,337228.14,170.6,True,1
653,66,2023-05-18,Unscheduled Repair,66476.07,26.3,True,4
654,42,2023-03-04,Unscheduled Repair,67438.19,29.6,True,5
655,76,2023-05-24,C-Check,358557.62,126.0,True,8
656,147,2024-03-05,A-Check (Routine),10670.74,4.8,False,4
657,48,2023-01-19,Unscheduled Repair,53585.22,35.8,False,7
658,137,2025-08-15,Unscheduled Repair,46518.92,27.7,True,7
659,83,2024-08-09,Unscheduled Repair,24963.99,20.5,True,5
660,161,2025-04-26,D-Check (Heavy),1439082.38,717.4,True,3
661,48,2025-01-23,Unscheduled Repair,74322.76,13.9,False,1
662,43,2024-12-12,Avionics Update,97692.97,57.3,True,8
663,76,2023-03-11,A-Check (Routine),5389.98,6.9,True,8
664,64,2024-08-03,Unscheduled Repair,40594.8,31.7,True,6
665,54,2023-04-06,Engine Overhaul,579066.46,331.6,True,2
666,1,2023-07-24,B-Check,12005.81,26.6,False,4
667,43,2025-03-24,A-Check (Routine),5263.87,7.8,True,3
668,23,2023-10-10,A-Check (Routine),6921.34,11.2,False,4
669,27,2023-03-31,A-Check (Routine),11319.85,8.8,True,8
670,81,2023-01-30,B-Check,20625.12,32.9,True,6
671,57,2023-03-05,A-Check (Routine),10255.18,7.5,True,2
672,53,2023-12-15,A-Check (Routine),3016.21,7.3,False,1
673,99,2023-11-18,A-Check (Routine),4639.94,8.4,False,7
674,132,2023-12-02,A-Check (Routine),10149.81,5.1,False,3
675,95,2024-05-08,A-Check (Routine),3385.51,4.1,False,2
676,6,2024-04-23,A-Check (Routine),10212.47,5.4,True,6
677,142,2023-07-07,A-Check (Routine),6765.25,6.8,True,4
678,75,2025-03-21,Avionics Update,103845.42,51.8,True,1
679,87,2023-04-24,A-Check (Routine),7093.99,10.3,True,2
680,156,2023-09-01,Unscheduled Repair,79258.82,29.4,False,4
681,25,2023-05-13,A-Check (Routine),10669.17,9.4,False,6
682,148,2024-05-29,A-Check (Routine),3228.39,6.5,True,2
683,30,2024-05-17,Engine Overhaul,1153595.72,578.4,True,4
684,66,2023-02-05,Unscheduled Repair,52954.9,41.6,False,4
685,40,2024-10-26,A-Check (Routine),9013.83,9.8,False,4
686,11,2024-11-21,Engine Overhaul,620984.53,416.5,True,1
687,65,2024-08-03,A-Check (Routine),11470.62,8.4,True,2
688,59,2025-08-11,Unscheduled Repair,65341.36,36.3,True,6
689,55,2024-07-07,Unscheduled Repair,10583.07,36.8,True,3
690,96,2024-08-31,A-Check (Routine),8271.07,11.4,True,6
691,61,2025-03-02,A-Check (Routine),3963.48,6.1,False,8
692,76,2023-01-06,Unscheduled Repair,23988.22,30.2,False,3
693,61,2024-07-21,C-Check,176614.56,141.2,True,8
694,87,2025-06-22,D-Check (Heavy),1789981.42,633.0,True,2
695,111,2024-09-14,B-Check,18904.36,16.0,False,7
696,111,2024-08-24,A-Check (Routine),4213.35,5.2,True,3
697,14,2023-06-17,Unscheduled Repair,87963.49,19.4,True,5
698,42,2023-03-13,B-Check,24811.07,35.5,True,3
699,8,2025-07-22,Unscheduled Repair,2649.17,3.8,True,5
700,19,2024-08-05,A-Check (Routine),7607.96,4.8,True,3
701,117,2024-05-21,Unscheduled Repair,24451.99,31.6,True,3
702,58,2023-04-22,B-Check,25288.62,18.1,True,1
703,63,2024-09-29,A-Check (Routine),9708.68,9.1,True,1
704,96,2024-01-18,Unscheduled Repair,72105.52,37.2,True,1
705,108,2023-07-07,C-Check,323696.6,123.5,True,4
706,111,2025-05-15,Unscheduled Repair,48149.5,47.1,True,5
707,120,2023-01-15,A-Check (Routine),5788.17,9.5,True,8
708,149,2023-01-01,B-Check,18515.37,34.3,True,3
709,110,2024-06-21,A-Check (Routine),6888.11,9.0,False,5
710,26,2025-05-09,Unscheduled Repair,74760.37,35.8,True,5
711,104,2024-04-15,Unscheduled Repair,63442.06,44.8,True,2
712,36,2023-08-23,C-Check,439206.66,185.0,False,8
713,5,2023-06-23,D-Check (Heavy),1462196.2,548.8,True,5
714,71,2023-04-07,A-Check (Routine),6629.4,7.2,True,1
715,18,2023-02-24,A-Check (Routine),4992.75,6.9,False,4
716,51,2025-09-07,A-Check (Routine),9977.03,8.9,False,7
717,38,2023-10-03,Unscheduled Repair,77783.93,10.1,True,8
718,148,2024-05-04,Avionics Update,51631.38,26.3,True,5
719,23,2025-04-22,C-Check,442074.5,203.4,False,6
720,19,2024-03-15,A-Check (Routine),3025.06,7.0,True,4
721,29,2024-11-06,C-Check,416494.31,226.0,True,6
722,35,2025-08-11,Unscheduled Repair,22254.49,28.1,True,6
723,25,2025-08-28,C-Check,324164.46,167.4,False,4
724,151,2025-09-09,Unscheduled Repair,86984.24,32.4,True,8
725,160,2024-03-30,A-Check (Routine),4667.76,12.0,True,2
726,49,2024-10-30,A-Check (Routine),5934.91,11.8,True,6
727,27,2025-03-29,D-Check (Heavy),2113285.07,563.1,False,4
728,2,2025-10-31,Engine Overhaul,599759.68,208.2,True,2
729,136,2024-03-12,C-Check,231633.77,143.1,False,5
730,55,2023-03-27,C-Check,287890.68,187.6,False,7
731,18,2024-10-16,B-Check,25777.74,28.7,False,6
732,37,2025-01-15,B-Check,29414.95,28.9,True,4
733,50,2025-06-28,D-Check (Heavy),1203239.31,500.9,False,1
734,32,2024-03-25,Engine Overhaul,738797.65,502.8,True,6
735,65,2025-10-04,C-Check,342279.09,165.6,True,8
736,43,2023-04-06,A-Check (Routine),8752.35,4.9,False,7
737,92,2024-01-31,A-Check (Routine),3617.61,9.2,False,7
738,147,2025-05-14,A-Check (Routine),6062.96,7.2,True,4
739,17,2024-07-22,Avionics Update,22083.38,47.5,True,2
740,92,2024-10-03,Unscheduled Repair,72588.61,5.8,True,5
741,112,2023-05-06,A-Check (Routine),9173.34,9.1,False,3
742,82,2025-06-30,A-Check (Routine),4863.09,9.4,True,4
743,59,2025-12-12,Engine Overhaul,685921.85,414.0,True,6
744,160,2024-04-17,A-Check (Routine),7495.99,11.7,True,5
745,107,2024-11-29,A-Check (Routine),10927.43,10.6,True,4
746,66,2025-11-10,A-Check (Routine),3985.95,10.4,True,6
747,137,2025-05-20,C-Check,384137.28,223.5,True,8
748,135,2024-01-23,A-Check (Routine),4697.04,6.8,True,2
749,117,2024-05-06,A-Check (Routine),10405.87,7.9,False,1
750,153,2025-03-07,B-Check,31434.32,12.0,True,1
751,103,2024-07-02,A-Check (Routine),3678.96,11.0,True,3
752,125,2025-11-10,B-Check,15539.42,17.1,True,2
753,70,2023-01-18,Unscheduled Repair,58178.3,14.4,False,2
754,103,2023-01-14,A-Check (Routine),7625.69,5.8,False,6
755,108,2024-03-23,Unscheduled Repair,33440.29,45.6,True,8
756,153,2023-08-19,A-Check (Routine),10757.15,4.4,True,2
757,8,2025-01-15,Unscheduled Repair,77882.04,30.1,False,4
758,42,2024-06-13,A-Check (Routine),5953.31,5.4,False,8
759,42,2023-12-15,A-Check (Routine),8934.69,5.9,True,6
760,81,2024-10-06,B-Check,27232.66,32.7,True,6
761,104,2024-09-19,A-Check (Routine),5502.14,8.1,False,8
762,13,2024-04-15,Engine Overhaul,547134.23,333.0,False,7
763,22,2025-10-27,B-Check,23570.71,23.2,False,6
764,101,2023-12-19,A-Check (Routine),11447.52,11.2,True,2
765,2,2023-01-05,A-Check (Routine),5177.47,7.9,True,3
766,37,2023-10-08,A-Check (Routine),4491.52,7.9,True,6
767,138,2024-05-12,Avionics Update,85847.46,53.0,True,3
768,51,2023-04-27,A-Check (Routine),4996.44,9.2,True,6
769,166,2024-07-29,B-Check,19942.41,13.6,True,8
770,112,2025-10-25,A-Check (Routine),10268.63,7.8,True,4
771,79,2025-08-17,A-Check (Routine),5926.12,12.0,True,1
772,42,2025-08-30,Engine Overhaul,675422.27,329.6,True,7
773,41,2025-05-11,C-Check,284926.58,205.5,True,8
774,27,2024-06-28,Unscheduled Repair,18354.52,6.3,True,4
775,80,2024-04-11,A-Check (Routine),5330.56,6.2,True,7
776,120,2023-07-18,Unscheduled Repair,81920.71,23.7,False,8
777,133,2024-05-17,Unscheduled Repair,4966.83,21.5,True,3
778,78,2025-11-26,B-Check,18911.96,19.9,True,2
779,59,2023-07-21,A-Check (Routine),5100.96,6.4,True,5
780,115,2025-02-08,Engine Overhaul,727738.63,446.7,True,5
781,110,2024-10-18,A-Check (Routine),10949.28,11.0,True,8
782,130,2023-04-20,C-Check,185763.68,199.8,True,3
783,81,2024-02-12,B-Check,21788.89,22.7,False,2
784,156,2024-08-18,Unscheduled Repair,39576.23,43.7,True,1
785,72,2025-10-11,C-Check,436159.02,199.2,True,5
786,13,2024-09-28,A-Check (Routine),3377.75,6.2,False,1
787,4,2024-01-26,B-Check,20853.61,20.3,True,3
788,57,2023-12-07,A-Check (Routine),10433.84,11.8,True,4
789,50,2025-07-05,Unscheduled Repair,8596.32,19.7,True,7
790,122,2023-07-05,Unscheduled Repair,11159.76,22.7,True,1
791,102,2024-12-11,B-Check,22051.35,16.0,True,6
792,60,2023-05-12,Avionics Update,57743.65,67.6,True,1
793,99,2023-12-25,Engine Overhaul,426801.39,591.6,True,5
794,144,2024-12-21,A-Check (Routine),6887.0,6.5,False,8
795,3,2024-12-29,C-Check,367800.61,294.1,True,6
796,98,2023-04-15,D-Check (Heavy),2459580.44,683.5,True,8
797,166,2025-12-28,D-Check (Heavy),2376859.48,720.8,False,6
798,98,2024-09-21,Engine Overhaul,865081.62,575.8,False,8
799,151,2023-10-25,A-Check (Routine),7524.54,8.7,False,3
800,60,2023-03-13,A-Check (Routine),5640.33,9.8,False,3
801,112,2024-04-25,B-Check,34491.81,20.7,True,7
802,122,2025-11-29,A-Check (Routine),6549.36,8.1,False,1
803,97,2023-01-23,Unscheduled Repair,17538.53,42.3,True,7
804,33,2025-12-27,A-Check (Routine),9196.75,7.7,True,2
805,65,2023-08-06,A-Check (Routine),10601.18,8.3,False,5
806,117,2025-06-22,Unscheduled Repair,74140.82,28.4,True,7
807,74,2023-08-29,A-Check (Routine),8084.46,9.1,False,4
808,78,2025-05-01,A-Check (Routine),5056.31,11.2,False,6
809,37,2024-02-12,A-Check (Routine),5730.51,11.8,True,4
810,22,2024-10-12,A-Check (Routine),8154.64,5.4,False,4
811,96,2025-02-22,Avionics Update,74147.56,42.5,True,7
812,118,2023-01-19,Unscheduled Repair,68647.44,23.9,True,5
813,12,2023-01-18,B-Check,22889.97,19.3,True,4
814,84,2024-10-12,B-Check,17181.91,20.8,True,7
815,159,2023-04-23,A-Check (Routine),9185.24,11.6,True,5
816,76,2023-09-12,Unscheduled Repair,20994.99,39.4,True,7
817,18,2023-09-19,C-Check,182905.94,294.6,True,1
818,35,2024-08-14,A-Check (Routine),11163.31,6.0,True,4
819,9,2024-11-13,Avionics Update,15043.15,37.1,True,3
820,36,2023-05-15,Avionics Update,29122.29,47.4,True,5
821,72,2024-04-20,Unscheduled Repair,37158.39,2.7,True,2
822,78,2023-06-20,A-Check (Routine),8689.56,9.8,True,1
823,67,2023-06-18,B-Check,33611.9,17.3,False,6
824,20,2023-11-20,A-Check (Routine),11877.53,5.6,True,3
825,145,2024-04-11,Unscheduled Repair,76348.43,15.1,True,4
